question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
169,single,"A 70-year-old man with a background of ischemic heart disease and peripheral arterial disease presents to the Emergency Department. He has been feeling generally unwell for the past two days with fever and myalgia, but this morning developed a purple, cold left middle toe. On examination, there are signs of early ischemia to the toe and a faint livedo reticularis rash is seen on the foot. A diagnosis of cholesterol embolization is suspected. Which of the following features would be most supportive of this diagnosis?",Lymphocytosis,Thrombocytosis,Neutrophilia,Thrombocytopenia,Eosinophilia,,E,E — Eosinophilia,"Cholesterol embolization syndrome (CES) occurs when cholesterol crystals from plaques embolize to small arteries, causing ischemia and inflammation. It typically follows vascular procedures or occurs in advanced atherosclerosis. Key findings include tivedo reticularis, extremity ischemia (e.g., purple toe), systemic symptoms (fever, myalgia), and eosinophilia.","Cholesterol embolization syndrome (CES) occurs when cholesterol crystals from plaques embolize to small arteries, causing ischemia and inflammation. It typically follows vascular procedures or occurs in advanced atherosclerosis. Key findings include tivedo reticularis, extremity ischemia (e. g., purple toe), systemic symptoms (fever, myalgia), and eosinophilia.","Correct answer: E — Eosinophilia. Cholesterol embolization syndrome (CES) occurs when cholesterol crystals from plaques embolize to small arteries, causing ischemia and inflammation. It typically follows vascular procedures or occurs in advanced atherosclerosis. Key findings include tivedo reticularis, extremity ischemia (e. g., purple toe), systemic symptoms (fever, myalgia), and eosinophilia. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Embolism
170,single,A 62-year-old man is admitted to the cardiology ward with infective endocarditis. Blood cultures grow Streptococcus bovis. What is the most appropriate investigation given the blood culture findings?,Small bowel meal,Bronchoscopy,Cystoscopy,Gastroscopy,Colonoscopy,,E,E — Colonoscopy,"Streptococcus bovis (Streptococcus gallolyticus) is strongly linked to colorectal cancer or polyps, and its presence in blood cultures, especially with infective endocarditis, warrants evaluation for gastrointestinal malignancy.","Streptococcus bovis (Streptococcus gallolyticus) is strongly linked to colorectal cancer or polyps, and its presence in blood cultures, especially with infective endocarditis, warrants evaluation for gastrointestinal malignancy.","Correct answer: E — Colonoscopy. Streptococcus bovis (Streptococcus gallolyticus) is strongly linked to colorectal cancer or polyps, and its presence in blood cultures, especially with infective endocarditis, warrants evaluation for gastrointestinal malignancy. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Endocarditis
171,single,What is the mechanism of action of nicorandil?,Fast-sodium channel antagonist,Nitric oxide reductase inhibitor,Acts on the If ion current in the sinoatrial node,Potassium-channel activator,Glutathione S-transferase inhibitor,,D,D — Potassium-channel activator,"Nicorandil is a potassium-channel activator with nitrate-like properties, teducing myocardial oxygen demand and improving coronary blood flow.","Nicorandil is a potassium-channel activator with nitrate-like properties, teducing myocardial oxygen demand and improving coronary blood flow.","Correct answer: D — Potassium-channel activator. Nicorandil is a potassium-channel activator with nitrate-like properties, teducing myocardial oxygen demand and improving coronary blood flow. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
172,single,Which of the following congenital heart defects is associated with a bicuspid aortic valve?,Tetralogy of Fallot,Ventricular septal defect,Atrial septal defect,Coarctation of the aorta,Transposition of the great arteries 7 } eee lll Ce CS,,D,D — Coarctation of the aorta,"A bicuspid aortic valve is commonly ‘associated with coarctation of the a as both are linked to developmental abnormalities of the aortic arch. This ‘association’ increases the risk of aortic stenosis, regurgitation, and aortic dissection later in life.","A bicuspid aortic valve is commonly ‘associated with coarctation of the a as both are linked to developmental abnormalities of the aortic arch. This ‘association' increases the risk of aortic stenosis, regurgitation, and aortic dissection later in life.","Correct answer: D — Coarctation of the aorta. A bicuspid aortic valve is commonly ‘associated with coarctation of the a as both are linked to developmental abnormalities of the aortic arch. This ‘association' increases the risk of aortic stenosis, regurgitation, and aortic dissection later in life. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
173,single,A 52-year-old female with a known history of systemic sclerosis presents for annual review to the rheumatology clinic. Which one of the following symptoms is most characteristic in patients who have developed pulmonary arterial hypertension?,Exertional dyspnea,Paroxysmal nocturnal dyspnea,Cough,Early morning dyspnea,Orthopnea,,A,A — Exertional dyspnea,"The most characteristic symptom of pulmonary arterial hypertension (PAH systemic sclerosis is exertional dyspnea, caused by increased pulmonary vascular resistance.","The most characteristic symptom of pulmonary arterial hypertension (PAH systemic sclerosis is exertional dyspnea, caused by increased pulmonary vascular resistance.","Correct answer: A — Exertional dyspnea. The most characteristic symptom of pulmonary arterial hypertension (PAH systemic sclerosis is exertional dyspnea, caused by increased pulmonary vascular resistance. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pulmonary
174,single,A 25-year-old female is found to have a left hemiparesis following a deep vein thrombosis. An ECG shows RBBB with right axis deviation. What is the most likely underlying diagnosis?,Ventricular septal defect,Patent ductus arteriosus,Ostium primum atrial septal defect,Ostium secundum atrial septal defect,Tetralogy of Fallot,,D,D — Ostium secundum atrial septal defect,"The most likely diagnosis is ostium secundum ASD, causing a right-to-left shunt and paradoxical embolism, with RBBB and right axis deviation on ECG.","The most likely diagnosis is ostium secundum ASD, causing a right-to-left shunt and paradoxical embolism, with RBBB and right axis deviation on ECG.","Correct answer: D — Ostium secundum atrial septal defect. The most likely diagnosis is ostium secundum ASD, causing a right-to-left shunt and paradoxical embolism, with RBBB and right axis deviation on ECG. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
175,single,A patient with severe aortic stenosis is noted to have a fourth heart sound. Which part of the ECG does this best correlate with?,Uwave,QRS complex,Pwave,ST segment,Twave,,C,C — Pwave,"$4, caused by atrial contraction against a stiff ventricle, corresponds {@ the wave.","$4, caused by atrial contraction against a stiff ventricle, corresponds {@ the wave.","Correct answer: C — Pwave. $4, caused by atrial contraction against a stiff ventricle, corresponds {@ the wave. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart Sounds
176,single,"A 45-year-old female develops pleuritic chest pain following a hysterectomy 10 days ago. You admit her to the acute medical unit, and a CTPA confirms a pulmonary embolism. There is no previous history of venous thromboembolism. How long should the patient be anticoagulated for?",Not suitable for anticoagulation,3months,6 months,4 weeks,Life-long,,B,B — 3months,"For a provoked pulmonary embolism due to recent surgery, anticoagulation is recommended for 3 months.","For a provoked pulmonary embolism due to recent surgery, anticoagulation is recommended for 3 months.","Correct answer: B — 3months. For a provoked pulmonary embolism due to recent surgery, anticoagulation is recommended for 3 months. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Thrombosis
177,single,_ Which one of the following radiotracers is used during cardiac Positron Emission Tomography (PET) scans?,Gallium,Fluorodeoxyglucose,Technetium (99mTc),Thallium,Fluorine-18,,B,B — Fluorodeoxyglucose,"Fluorodeoxyglucose (FDG) is a glucose analog labeled with Fluorine-18, commonly used in cardiac PET scans. It assesses myocardial viability by detecting glucose metabolism in the heart, differentiating between viable and non-viable myocardium.","Fluorodeoxyglucose (FDG) is a glucose analog labeled with Fluorine-18, commonly used in cardiac PET scans. It assesses myocardial viability by detecting glucose metabolism in the heart, differentiating between viable and non-viable myocardium.","Correct answer: B — Fluorodeoxyglucose. Fluorodeoxyglucose (FDG) is a glucose analog labeled with Fluorine-18, commonly used in cardiac PET scans. It assesses myocardial viability by detecting glucose metabolism in the heart, differentiating between viable and non-viable myocardium. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
178,single,"A 67-year-old man with a history of chronic obstructive pulmonary disease and ischemic heart disease is taken to the Emergency Department with dyspnea. On examination, his respiratory rate is 24/min, JVP is not elevated, and crackles are heard in both lung bases. Which other finding would most strongly indicate that his dyspnea is secondary to isolated left ventricular failure?",Pulsus paradoxus,Gallop rhythm,Tachycardia,Peripheral edema,Cardiomegaly on chest x-ray,,B,B — Gallop rhythm,"A gallop rhythm, specifically an S3 heart sound, is strongly associated with left ventricular failure and indicates increased left ventricular filling pressures. The presence of crackles and absence of JVP elevation suggests isolated left-sided heart failure.","A gallop rhythm, specifically an S3 heart sound, is strongly associated with left ventricular failure and indicates increased left ventricular filling pressures. The presence of crackles and absence of JVP elevation suggests isolated left-sided heart failure.","Correct answer: B — Gallop rhythm. A gallop rhythm, specifically an S3 heart sound, is strongly associated with left ventricular failure and indicates increased left ventricular filling pressures. The presence of crackles and absence of JVP elevation suggests isolated left-sided heart failure. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Heart Failure
179,single,_ Which one of the following non-invasive methods provides the most accurate assessment of whether a patient has coronary artery disease?,Contrast enhanced cardiac CT,Cardiac MRI with gadolinium,Exercise ECG,Cardiac SPECT with reversibility studies,Transesophageal echocardiography,,A,A — Contrast enhanced cardiac CT,"coronary CT angiography provides highly detailed images of the coronary arteries, making it the most accurate non-invasive method for diagnosing CAD. Itis especially useful in ruling out CAD in patients with low to intermediate pretest probabia,","coronary CT angiography provides highly detailed images of the coronary arteries, making it the most accurate non-invasive method for diagnosing CAD. Itis especially useful in ruling out CAD in patients with low to intermediate pretest probabia,","Correct answer: A — Contrast enhanced cardiac CT. coronary CT angiography provides highly detailed images of the coronary arteries, making it the most accurate non-invasive method for diagnosing CAD. Itis especially useful in ruling out CAD in patients with low to intermediate pretest probabia,. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
180,single,Which one of the following clotting factors is not affected by warfarin?,Factor II,Factor VII,Factor XII,Factor IX,Factor X,,C,C — Factor XII,"Warfarin inhibits the synthesis of vitamin K-dependent clotting factors, which include Factors II, VII, IX, and X (mnemonic: 1972), as well as proteins C and S.","Warfarin inhibits the synthesis of vitamin K-dependent clotting factors, which include Factors II, VII, IX, and X (mnemonic: 1972), as well as proteins C and S.","Correct answer: C — Factor XII. Warfarin inhibits the synthesis of vitamin K-dependent clotting factors, which include Factors II, VII, IX, and X (mnemonic: 1972), as well as proteins C and S. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Thrombosis
181,single,A 72-year-old man who is known to have chronic kidney disease stage 4 is admitted to the Emergency Department. Since yesterday he has felt shortness of breath on exertion and has been coughing up blood. On examination he is tachycardic at 110/min with a normal chest examination. What is the most suitable initial imaging investigation to exclude a pulmonary embolism?,Ventilation-pertusion scan,Computed tomographic pulmonary angiography,Pulmonary angiography,MRI thorax,Echocardiogram,,A,A — Ventilation-pertusion scan,"For stage 4 CKD patients, V/Q scan is preferred for pulmonary embolism diagnosis, avoiding the nephrotoxic contrast used in CTPA.","For stage 4 CKD patients, V/Q scan is preferred for pulmonary embolism diagnosis, avoiding the nephrotoxic contrast used in CTPA.","Correct answer: A — Ventilation-pertusion scan. For stage 4 CKD patients, V/Q scan is preferred for pulmonary embolism diagnosis, avoiding the nephrotoxic contrast used in CTPA. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pulmonary
182,single,"A 60-year-old man is transferred from the local psychiatric unit to the Emergency Department. Throughout the day he has complained of palpitations and felt light-headed. The psychiatry consultant noted he was tachycardic and requested a transfer. An ECG taken following admission shows a broad complex tachycardia consistent with torsades de pointes, rate 120/min. His blood pressure is 122/80 mmHg and there are no signs of heart failure. What is the most appropriate management?",Intravenous naloxone,Intravenous magnesium sulphate,DC cardioversion,Intravenous amiodarone,Intravenous verapamil,,B,B — Intravenous magnesium sulphate,"The first-line treatment for torsades de pointes is IV magnesium sulphate, which stabilizes the myocardium and terminates the arrhythmia.","The first-line treatment for torsades de pointes is IV magnesium sulphate, which stabilizes the myocardium and terminates the arrhythmia.","Correct answer: B — Intravenous magnesium sulphate. The first-line treatment for torsades de pointes is IV magnesium sulphate, which stabilizes the myocardium and terminates the arrhythmia. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
183,single,A 66-year-old man with no past medical history of note presents with central chest pain to the Emergency Department. An ECG shows ST elevation in the anterior leads. He is given aspirin and ticagrelor before going for a percutaneous coronary intervention. What is the mechanism of action of ticagrelor?,Inhibits ATP binding to its platelet receptor,Glycoprotein Ilb/Illa inhibitor,Phosphodiesterase V inhibitor,Non-selective phosphodiesterase inhibitor,Inhibits ADP binding to its platelet receptor,,E,E — Inhibits ADP binding to its platelet receptor,Ticagrelor is a P2Y12 receptor antagonist that inhibits ADP-mediated platelet activation and aggregation by binding reversibly to the P2Y12 receptor on platelets.,Ticagrelor is a P2Y12 receptor antagonist that inhibits ADP-mediated platelet activation and aggregation by binding reversibly to the P2Y12 receptor on platelets.,"Correct answer: E — Inhibits ADP binding to its platelet receptor. Ticagrelor is a P2Y12 receptor antagonist that inhibits ADP-mediated platelet activation and aggregation by binding reversibly to the P2Y12 receptor on platelets. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Platelets
184,single,A 62-year-old man is admitted to hospital following a myocardial infarction. Four days after admission he develops a further episode of central crushing chest pain. Which is the best cardiac marker to investigate his chest pain?,LDH,‘Troponin!,TroponinT,CK-MB,AST,,D,D — CK-MB,"CK-MB is the best marker for detecting reinfarction as it normalizes within 48- 72 hours, unlike troponins which remain elevated for days.","CK-MB is the best marker for detecting reinfarction as it normalizes within 48- 72 hours, unlike troponins which remain elevated for days.","Correct answer: D — CK-MB. CK-MB is the best marker for detecting reinfarction as it normalizes within 48- 72 hours, unlike troponins which remain elevated for days. In ACS questions, combine the ECG pattern with the hemodynamic picture and choose the option that best explains the full ischemic territory or high-risk culprit lesion. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS
185,single,A 65-year-old patient with CKD is found to have a deficiency of antithrombin III after he presented to the ED with left leg pain and swelling. A Doppler ultrasound scan of the leg confirms deep venous thrombosis (DVT). The patient is started on dabigatran. What is the mechanism of action of dabigatran?,Activates anti-thrombin Ill,P2Y12 inhibitor,Glycoprotein Ilb/Illa inhibitor,Direct thrombin inhibitor,Direct factor X activator,,D,D — Direct thrombin inhibitor,"Dabigatran is a direct thrombin (Factor Ila) inhibitor, which prevents thrombin from converting fibrinogen into fibrin.","Dabigatran is a direct thrombin (Factor Ila) inhibitor, which prevents thrombin from converting fibrinogen into fibrin.","Correct answer: D — Direct thrombin inhibitor. Dabigatran is a direct thrombin (Factor Ila) inhibitor, which prevents thrombin from converting fibrinogen into fibrin. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Thrombosis
186,single,"A 56-year-old man presented with central chest pain at rest and associated difficulty breathing. He has a background of hypertension, type-2 diabetes mellitus, and hypercholesterolemia. He is a non-smoker. His ECG showed inferior and lateral T-wave inversion with a significant positive troponin rise in his blood test. As a result, he was commenced on treatment for acute coronary syndrome with aspirin, ticagrelor, and fondaparinux. He had a normal echocardiogram and was discharged from hospital a few days later as his symptoms improved with a diagnosis of non-ST segment elevation myocardial infarction (NSTEMI). He presents to his general practitioner towards the end of the week with multiple short-lived episodes of difficulty in breathing. What is the most likely cause for this patient’s dyspnea?",Aspirin allergy,Heart failure,Pneumonia,Pulmonary embolism,Ticagrelor-associated side effect,,E,E — Ticagrelor-associated side effect,"Ticagrelor is commonly associated with dyspnea as a side effect. This occu ue to its action on the adenosine receptor, causing transient episodes of shortness of breath. Itis typically benign and self-limiting, without evidence of hypoxia or pulmonary Pathology.","Ticagrelor is commonly associated with dyspnea as a side effect. This occu ue to its action on the adenosine receptor, causing transient episodes of shortness of breath. Itis typically benign and self-limiting, without evidence of hypoxia or pulmonary Pathology.","Correct answer: E — Ticagrelor-associated side effect. Ticagrelor is commonly associated with dyspnea as a side effect. This occu ue to its action on the adenosine receptor, causing transient episodes of shortness of breath. Itis typically benign and self-limiting, without evidence of hypoxia or pulmonary Pathology. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Platelets
187,single,"A 60-year-old man is admitted following an acute coronary syndrome. He receives, aspirin, clopidogrel, nitrates, and morphine. His 6-month risk score is high, and percutaneous coronary intervention is planned. He is therefore given intravenous tirofiban. What is the mechanism of action of this drug?",Inhibits the production of thromboxane A2,Activates antithrombin ill,Coronary vasodilator,Glycoprotein Iib/illa receptor antagonist,Reversible direct thrombin inhibitor,,D,D — Glycoprotein Iib/illa receptor antagonist,Tirofiban is a glycoprotein Iib/llla receptor antagonist that prevents platelet aggregation by blocking the binding of fibrinogen to glycoprotein lib/llla receptors on activated platelets.,Tirofiban is a glycoprotein Iib/llla receptor antagonist that prevents platelet aggregation by blocking the binding of fibrinogen to glycoprotein lib/llla receptors on activated platelets.,"Correct answer: D — Glycoprotein Iib/illa receptor antagonist. Tirofiban is a glycoprotein Iib/llla receptor antagonist that prevents platelet aggregation by blocking the binding of fibrinogen to glycoprotein lib/llla receptors on activated platelets. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Platelets
188,single,"A 74-year-old gentleman has been referred by his GP with a one-day history of shortness of breath. He has had a dry cough for one week but denies any sputum production or fevers. His past medical history includes hypertension and a transurethral resection of the prostate 3 weeks ago. He takes ramipril and tamsulosin. He previously smoked 10 cigarettes per day for 20 years. On examination, his chest is clear, respiratory rate is 24/min, and oxygen saturations are 91% on air. His heart rate is 105/min, and blood pressure is 145/84 mmHg. His ECG shows sinus tachycardia. A chest X-ray is reported as normal. Blood results: Hb 129 g/L, platelets 250 × 10^9/L, WBC 9.4 × 10^9/L, neutrophils 6.8 × 10^9/L, CRP 29 mg/L, Na+ 137 mmol/L, K+ 4.3 mmol/L, urea 6.5 mmol/L, creatinine 84 µmol/L. Venous blood gases: pH 7.41, pCO2 5.8 kPa, pO2 6.1 kPa, bicarbonate 23 mmol/L, base excess -1.4 mEq/L, lactate 1.8 mmol/L. What is the next most appropriate investigation?",Blood cultures,D Dimer.,Pulmonary function tests,CT-Pulmonary Angiogram,Arterial Blood Gas,,D,D — CT-Pulmonary Angiogram,"CTPA is the best test to confirm PE in this patient with a high Wells score of 6 (PE likelihood, tachycardia, recent surgery). D-dimer is unhelpful, as a negative result cannot rule out PE.","CTPA is the best test to confirm PE in this patient with a high Wells score of 6 (PE likelihood, tachycardia, recent surgery). D-dimer is unhelpful, as a negative result cannot rule out PE.","Correct answer: D — CT-Pulmonary Angiogram. CTPA is the best test to confirm PE in this patient with a high Wells score of 6 (PE likelihood, tachycardia, recent surgery). D-dimer is unhelpful, as a negative result cannot rule out PE. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pulmonary
189,single,"A 64-year-old man is admitted to the Emergency Department with chest pain radiating through to his back. On examination, pulse 90 regular, BP 140/90. A CXR shows mediastinal widening. A CT shows dissection of the descending aorta. What is the most suitable initial management?",Observe only,IV labetalol,IVsodium nitroprusside,Immediate surgical referral,Oral verapamil,,B,B — IV labetalol,"In cases of aortic dissection of the descending aorta (Type B) without complications (e.g., organ ischemia, rupture), the initial management focuses on BP control to reduce shear stress on the aortic wall. IV labetalol is preferred as it lowers both heart rate and blood pressure effectively.","In cases of aortic dissection of the descending aorta (Type B) without complications (e. g., organ ischemia, rupture), the initial management focuses on BP control to reduce shear stress on the aortic wall. IV labetalol is preferred as it lowers both heart rate and blood pressure effectively.","Correct answer: B — IV labetalol. In cases of aortic dissection of the descending aorta (Type B) without complications (e. g., organ ischemia, rupture), the initial management focuses on BP control to reduce shear stress on the aortic wall. IV labetalol is preferred as it lowers both heart rate and blood pressure effectively. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Aorta
190,single,"A 15-year-old boy collapses and dies whilst playing football at school. He had no past medical history of note. Post-mortem examination reveals asymmetric concentric enlargement of the myocardial septum. Given the likely diagnosis, what is the chance his sister will also have the same underlying disorder?",0%,25%,50%,100% &) 66%,66%,,C,C — 50%,"Hypertrophic cardiomyopathy (HCM) is autosomal dominant, giving his sister 50% chance of inheriting the condition,","Hypertrophic cardiomyopathy (HCM) is autosomal dominant, giving his sister 50% chance of inheriting the condition,","Correct answer: C — 50%. Hypertrophic cardiomyopathy (HCM) is autosomal dominant, giving his sister 50% chance of inheriting the condition,. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiomyopathy
191,single,A 35-year-old female presents with a deep vein thrombosis in the third trimester of pregnancy. Whilst in the Emergency Department she develops a left hemiparesis. What underlying cardiac abnormality is most likely to be responsible?,Primum ASD,Secundum ASD,Patent foramen ovale,VSD,Patent ductus arteriosus,,C,C — Patent foramen ovale,"A PFO, present in ~20% of people, is the most common cause of a paradoxical embolus, allowing clots (e.g., from DVT) to pass from the right to left heart and cause a stroke.","A PFO, present in ~20% of people, is the most common cause of a paradoxical embolus, allowing clots (e. g., from DVT) to pass from the right to left heart and cause a stroke.","Correct answer: C — Patent foramen ovale. A PFO, present in ~20% of people, is the most common cause of a paradoxical embolus, allowing clots (e. g., from DVT) to pass from the right to left heart and cause a stroke. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
192,single,A 61-year-old woman is admitted to the ED with central chest pain. It feels like her previous angina but is not relieved by nitrates. She has a history of ischemic heart disease and 4 weeks ago underwent a PCI during which a stent was placed. This is her first episode of angina since the procedure. What is the most likely diagnosis?,Pericarditis,Aortic dissection,Coronary artery dissection,Restenosis,Stent thrombosis,,E,E — Stent thrombosis,"Stent thrombosis is a serious complication that can occur after a stent placement, typically within weeks (subacute thrombosis). Symptoms include recurrent angina not relieved by nitrates, as seen in this patient. It presents a high risk of MI and requires urgent angiographic confirmation and treatment.","Stent thrombosis is a serious complication that can occur after a stent placement, typically within weeks (subacute thrombosis). Symptoms include recurrent angina not relieved by nitrates, as seen in this patient. It presents a high risk of MI and requires urgent angiographic confirmation and treatment.","Correct answer: E — Stent thrombosis. Stent thrombosis is a serious complication that can occur after a stent placement, typically within weeks (subacute thrombosis). Symptoms include recurrent angina not relieved by nitrates, as seen in this patient. It presents a high risk of MI and requires urgent angiographic confirmation and treatment. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Intervention
193,single,A 30-year-old woman is admitted to the ED following the acute onset of palpitations. Blood pressure is 124/84 mmHg and her pulse is 150/min. An ECG shows a narrow complex tachycardia. Intravenous access is gained and 6 mg of adenosine is given without effect. What is the most appropriate next step?,Intravenous adenosine 12 mg,Intravenous adenosine 6 mg,Intravenous verapamil 2.5-5 mg,Electrical cardioversion,,,A,A — Intravenous adenosine 12 mg,"If 6mg adenosine fails in stable SVT, the next step is 12 mg IV adenosine.","If 6mg adenosine fails in stable SVT, the next step is 12 mg IV adenosine.","Correct answer: A — Intravenous adenosine 12 mg. If 6mg adenosine fails in stable SVT, the next step is 12 mg IV adenosine. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
194,single,A 45-year-old male with fatigue presents for an echocardiogram. The LV end diastolic dimension is 60 mm and the end systolic dimension is 40 mm. What is the EF?,56%,33%,67%,45%,50%,,A,A — 56%,"Using the M-mode formula for EF = [(L\VEDD? - LVESD?) / LVEDD?] x 100, with LVEDD = 60 and LVESD = 40, the EF is calculated as [(60^ - 40^) / 60^] x 100 = 55.56%.","Using the M-mode formula for EF = [(L\VEDD? - LVESD?) / LVEDD?] x 100, with LVEDD = 60 and LVESD = 40, the EF is calculated as [(60^ - 40^) / 60^] x 100 = 55.56%.","Correct answer: A — 56%. Using the M-mode formula for EF = [(L\VEDD? - LVESD?) / LVEDD?] x 100, with LVEDD = 60 and LVESD = 40, the EF is calculated as [(60^ - 40^) / 60^] x 100 = 55.56%. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echocardiography
195,single,"A 28-year-old female with hypertension diagnosed at age 26 has resistant hypertension despite labetalol 1000 mg bid, lisinopril 40 mg qd, clonidine 0.1 mg bid, and amlodipine 5 mg qd. BP is 168/100, HR 84, and physical exam is unremarkable with no signs of hirsutism, fat maldistribution, or genital abnormalities. Labs show hypokalemia (K* 2.8 mEq/dL), metabolic alkalosis (bicarbonate 32 mEq/dL), and fasting glucose 114 mg/dL. What is the likely diagnosis?",Congenital adrenal hyperplasia,Fibromuscular dysplasia,Cushing’s syndrome,Conn’s syndrome,Pheochromocytoma,,D,D — Conn's syndrome,"The patient’s resistant hypertension, hypokalemia, and metabolic alkalosis point to Conn’s syndrome (primary hyperaldosteronism) as the most likely diagnosis.;","The patient's resistant hypertension, hypokalemia, and metabolic alkalosis point to Conn's syndrome (primary hyperaldosteronism) as the most likely diagnosis.;","Correct answer: D — Conn's syndrome. The patient's resistant hypertension, hypokalemia, and metabolic alkalosis point to Conn's syndrome (primary hyperaldosteronism) as the most likely diagnosis.;. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocrine
196,single,"A 72-year-old man with a history of hypertension, cerebrovascular disease, and prior carotid endarterectomy presents with crampy thigh pain on ambulation, relieved by rest, occasional right foot numbness, and nighttime leg pain. Exam shows diminished dorsalis pedis and posterior tibial pulses bilaterally, faint right dorsalis pedis pulse, distal hair loss, and delayed capillary refill (5 s in the right foot, 3 s in the left). Which finding suggests critical ischemia of the right foot?",Ankle-brachial index <0.3,Ankle-brachial index <0.9,Ankle-brachial index >1.2,Lack of palpable dorsalis pedis pulse,Presence of pitting edema of the extremities,,A,A — Ankle-brachial index <0.3,"The ankle-brachial index (ABI) assesses peripheral arterial disease severity: <0.3 indicates critical limb ischemia (rest pain, ulcers, gangrene), 0.4-0.9 suggests moderate-to-severe PAD, and >1.2 implies calcified arteries.","The ankle-brachial index (ABI) assesses peripheral arterial disease severity: <0.3 indicates critical limb ischemia (rest pain, ulcers, gangrene), 0.4-0.9 suggests moderate-to-severe PAD, and >1.2 implies calcified arteries.","Correct answer: A — Ankle-brachial index <0.3. The ankle-brachial index (ABI) assesses peripheral arterial disease severity: <0.3 indicates critical limb ischemia (rest pain, ulcers, gangrene), 0.4-0.9 suggests moderate-to-severe PAD, and >1.2 implies calcified arteries. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Atherosclerosis
197,single,"A 72-year-old man is admitted to the Emergency Department after collapsing during swimming. He felt light-headed after getting out, followed by a brief period of twitching. He has hypertension managed with ramipril. BP is 165/110 mmHg, pulse 85 bpm, with an ejection systolic murmur radiating to the carotids. He is not in cardiac failure. Hemoglobin 131 g/L, TLC 7.7 × 10^9/L, platelets 199 × 10^9/L, sodium 138 mmol/L, potassium 4.3 mmol/L, creatinine 101 µmol/L, glucose 5.1 mmol/L, ECG shows LVH by voltage criteria, and chest X-ray shows cardiomegaly. Which of the following is the most appropriate next step?",Angiography,24-h electrocardiogram (ECG),Echocardiogram,Electroencephalogram (EEG),Stress test,,C,C — Echocardiogram,"The patient's collapse, systolic murmur radiating to the carotids, and LVH Suggest aortic stenosis. An echocardiogram is the best next step to confirm the diagnosis and assess severity.","The patient's collapse, systolic murmur radiating to the carotids, and LVH Suggest aortic stenosis. An echocardiogram is the best next step to confirm the diagnosis and assess severity.","Correct answer: C — Echocardiogram. The patient's collapse, systolic murmur radiating to the carotids, and LVH Suggest aortic stenosis. An echocardiogram is the best next step to confirm the diagnosis and assess severity. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular
