question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
265,single,"You are using a radial approach to perform PCI on a proximal left anterior descending (LAD) lesion in a 61-year-old woman. Following performance of balloon angioplasty, slow flow remains, and the entire vessel appears constricted. Which of the following agents would NOT be appropriate to administer?",Acetylcholine,Diltiazem,Nitroglycerin,Sodium nitroprusside,Verapamil,,A,A — Acetylcholine,"The patient's diffuse vasospasm should be treated with endothelium- independent vasodilators like diltiazem, verapamil, sodium nitroprusside, or nitroglycerin. Acetylcholine, an endothelium-dependent vasodilator, is inappropriate due to common endothelial dysfunction in CAD, which may render it ineffective or exacerbate vasoconstriction.","The patient's diffuse vasospasm should be treated with endothelium- independent vasodilators like diltiazem, verapamil, sodium nitroprusside, or nitroglycerin. Acetylcholine, an endothelium-dependent vasodilator, is inappropriate due to common endothelial dysfunction in CAD, which may render it ineffective or exacerbate vasoconstriction.","Correct answer: A — Acetylcholine. The patient's diffuse vasospasm should be treated with endothelium- independent vasodilators like diltiazem, verapamil, sodium nitroprusside, or nitroglycerin. Acetylcholine, an endothelium-dependent vasodilator, is inappropriate due to common endothelial dysfunction in CAD, which may render it ineffective or exacerbate vasoconstriction. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
266,single,"AG68-year-old Caucasian male with a history of ad ac PWraeit hypertipidemia presents 6 hours after the onset of substerna ah i oodluat ; vA electrocardiogram (ECG) shows ST elevation in leads V4 to Vitale i” Edin the emergency department and then taken to the catheterization epi velitel vk angiography and possible percutaneous coronary intervention (WAS prasnsey 'N@Ction Of the left coronary artery, the nurse reports a rapid heart rate (Fig.)- Ore sp 85/39 ™ Hg, and the patient is unresponsive to questions. What is the best treatment? \ avR v1 shi aft ! Mm aVF va hy ag Pe plan RHYTHM STRIP: II \ marae em/mV Pea wren NANCE IAL",Immediate lidocaine 100 mg intravenous (IV) bolus,Electrical cardioversion,Rapid atrial pacing,Metoprolol 5 mg IV push,Load with IV amiodarone 300 mg,,B,B — Electrical cardioversion,"VT with hypotension and reduced mental status requires immediate direct current cardioversion to restore sinus rhythm. While amiodarone and lidocaine are preferred for stable VT, rapid rhythm conversion is critical in this unstable patient.","VT with hypotension and reduced mental status requires immediate direct current cardioversion to restore sinus rhythm. While amiodarone and lidocaine are preferred for stable VT, rapid rhythm conversion is critical in this unstable patient.","Correct answer: B — Electrical cardioversion. VT with hypotension and reduced mental status requires immediate direct current cardioversion to restore sinus rhythm. While amiodarone and lidocaine are preferred for stable VT, rapid rhythm conversion is critical in this unstable patient. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
267,single,"After diagnostic angiography with a 5 Fr system, you are asked to treat a focal stenosis in the mid-LAD. Upon placement of a 7 Fr JL4 guide catheter, you notice significant dampening of the pressure waveform. What is the best course of action?",Manipulate the catheter in the left main to improve the waveform,Change to a catheter with side holes,Perform intravascular ultrasound (IVUS) to better understand the geometry and presence of any disease in the left main,Downsize to a 6 Fr guide catheter,"Proceed with PCI, but disengage the guide once the wire is across the stenosis",,C,C — Perform intravascular ultrasound (IVUS) to better understand the geometry and presence of any disease in the left main,Pressure dampening may indicate left main disease or poor coaxial engagement. IVUS is the best way to clarify the mechanism and guide management.,Pressure dampening may indicate left main disease or poor coaxial engagement. IVUS is the best way to clarify the mechanism and guide management.,"Correct answer: C — Perform intravascular ultrasound (IVUS) to better understand the geometry and presence of any disease in the left main. Pressure dampening may indicate left main disease or poor coaxial engagement. IVUS is the best way to clarify the mechanism and guide management. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
268,single,"A 68-year-old man with prior four-vessel CABG presents with progressive stable angina and inferior ischemia on stress testing. During angiography, severe ostial stenosis of the vein graft to the right PDA triggers VF with contrast injection. What is the best next step?",Switch to iso-osmolar contrast to minimize contrast cardiotoxicity,Disengage the diagnostic catheter and instruct the patient to cough,Switch to power injection to optimize bypass graft visualization,Insert a transvenous pacemaker,,,B,B — Disengage the diagnostic catheter and instruct the patient to cough,"The immediate priority is to stop the injection, disengage the catheter, and instruct the patient to cough if conscious. This addresses contrast-induced VF from severe ostial graft stenosis.","The immediate priority is to stop the injection, disengage the catheter, and instruct the patient to cough if conscious. This addresses contrast-induced VF from severe ostial graft stenosis.","Correct answer: B — Disengage the diagnostic catheter and instruct the patient to cough. The immediate priority is to stop the injection, disengage the catheter, and instruct the patient to cough if conscious. This addresses contrast-induced VF from severe ostial graft stenosis. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Congenital
269,single,"A 40-year-old woman with severe mitral stenosis and an echocardiographic valve score of 7 is taken to the catheterization laboratory for percutaneous balloon mitral. valvuloplasty. The procedure is going well, but just as the Inoue balloon catheter is placeg in the LA, the patient becomes hypotensive. Twelve-lead electrocardiogram showing acute inferior MI. Based on these data, the next appropriate action should be: ABERSERSEn SS 0Gdsea0Gdaneeaeeee seeee! (aes See SCE cL POS SS SEIN CTIBEI EES PCH ee EOE eee RS EERE EEE EEE EEE EEE EERE ieeueelan VA Sey a eS Os Be AN AERP eCnreeeeeeP Eee eee BREE EEE EEE EH PEAR EA AEH PREP ESP CRPHTPCR EERE ER EEC POre eee ee",Pericardiocentesis,Protamine to reverse the effect of heparin,Coronary angiography,Immediate balloon mitral valvuloplasty,,,C,C — Coronary angiography,"Complications from transseptal puncture are rare but include vagal reaction, tamponade, access site bleeding, or coronary embolus. Hypotension with ECG evidence of acute inferoposterior myocardial injury suggests a coronary embolus. Coronary angiography is the appropriate next step to confirm and address this. Proceeding with the procedure without identifying the cause of hypotension is not advised.","Complications from transseptal puncture are rare but include vagal reaction, tamponade, access site bleeding, or coronary embolus. Hypotension with ECG evidence of acute inferoposterior myocardial injury suggests a coronary embolus. Coronary angiography is the appropriate next step to confirm and address this. Proceeding with the procedure without identifying the cause of hypotension is not advised.","Correct answer: C — Coronary angiography. Complications from transseptal puncture are rare but include vagal reaction, tamponade, access site bleeding, or coronary embolus. Hypotension with ECG evidence of acute inferoposterior myocardial injury suggests a coronary embolus. Coronary angiography is the appropriate next step to confirm and address this. Proceeding with the procedure without identifying the cause of hypotension is not advised. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial
270,single,This figure is classic for:,Fibromuscular dysplasia (FMD),"Atherosclerotic renovascular disease C, Post transplantation stenosis",,Neurofibromatosis,,,A,A — Fibromuscular dysplasia (FMD),"FMD lesions typically show a beading pattern. In medial fibroplasias, dilated segments are larger than the original vessel, unlike perimedial fibroplasias, where beads match the vessel's caliber. Posttransplant renal artery stenosis may result from surgical errors, arterial injury, chronic rejection, or atherosclerosis.","FMD lesions typically show a beading pattern. In medial fibroplasias, dilated segments are larger than the original vessel, unlike perimedial fibroplasias, where beads match the vessel's caliber. Posttransplant renal artery stenosis may result from surgical errors, arterial injury, chronic rejection, or atherosclerosis.","Correct answer: A — Fibromuscular dysplasia (FMD). FMD lesions typically show a beading pattern. In medial fibroplasias, dilated segments are larger than the original vessel, unlike perimedial fibroplasias, where beads match the vessel's caliber. Posttransplant renal artery stenosis may result from surgical errors, arterial injury, chronic rejection, or atherosclerosis. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Miscellaneous
271,single,Which of the following characteristics of the rheumatic mitral valve is not considered in the Wilkins scoring system?,Severity of mitral valve regurgitation,Leaflet mobility,Valvular thickening,Valvular calcification,Subvalvular thickening and fibrosis,,A,A — Severity of mitral valve regurgitation,"The Wilkins score includes leaflet mobility, leaflet thickening, valvular calcification, and subvalvular thickening. It does not include severity of mitral regurgitation.","The Wilkins score includes leaflet mobility, leaflet thickening, valvular calcification, and subvalvular thickening. It does not include severity of mitral regurgitation.","Correct answer: A — Severity of mitral valve regurgitation. The Wilkins score includes leaflet mobility, leaflet thickening, valvular calcification, and subvalvular thickening. It does not include severity of mitral regurgitation. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
272,single,What are the distinguishing characteristic features upon physical examination of a femoral artery pseudoaneurysm as compared to a hematoma?,Pulsatile groin mass and bruit,Pain and audible bruit,Groin mass,Continuous groin pain and neuralgia,,,A,A — Pulsatile groin mass and bruit,"A groin hematoma presents as a mass without a bruit, while a pseudoaneurysm is characterized by a pulsatile mass with an audible bruit, though many are asymptomatic. Imaging with ultrasound is recommended for a groin mass with a bruit to confirm a pseudoaneurysm and guide management.","A groin hematoma presents as a mass without a bruit, while a pseudoaneurysm is characterized by a pulsatile mass with an audible bruit, though many are asymptomatic. Imaging with ultrasound is recommended for a groin mass with a bruit to confirm a pseudoaneurysm and guide management.","Correct answer: A — Pulsatile groin mass and bruit. A groin hematoma presents as a mass without a bruit, while a pseudoaneurysm is characterized by a pulsatile mass with an audible bruit, though many are asymptomatic. Imaging with ultrasound is recommended for a groin mass with a bruit to confirm a pseudoaneurysm and guide management. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Miscellaneous
273,single,"Inpatients presenting with STEMI undergoing primary PCI, which of the following is correct with respect to radial access?",Lower bleeding but higher mortality,Higher bleeding but lower mortality,Higher bleeding and higher mortality,Lower bleeding and lower mortality,,,D,D — Lower bleeding and lower mortality,"The RIFLE-STEACS trial demonstrated that radial access in STEMI patients undergoing primary PCI is associated with better outcomes compared to femoral access. Radial access reduces complications such as bleeding and mortality while maintaining effectiveness, though it may slightly increase procedure time,","The RIFLE-STEACS trial demonstrated that radial access in STEMI patients undergoing primary PCI is associated with better outcomes compared to femoral access. Radial access reduces complications such as bleeding and mortality while maintaining effectiveness, though it may slightly increase procedure time,","Correct answer: D — Lower bleeding and lower mortality. The RIFLE-STEACS trial demonstrated that radial access in STEMI patients undergoing primary PCI is associated with better outcomes compared to femoral access. Radial access reduces complications such as bleeding and mortality while maintaining effectiveness, though it may slightly increase procedure time,. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
274,single,"A7&-year-old woman with hypertension and hyperlipidemia was admitted to an outside hospital for an anterior wall MI 4 days ago. She was given thrombolytic therapy | was doing well until this morning when she developed shortness of breath. She has bob! transferred to your hospital, and a diagnostic angiogram was performed via radial Acces, The coronary angiogram showed TIMI 3 flow in the LAD with an 85% proximal lesion and i residual thrombus. An LV angiogram was performed with a Tiger catheter, and the interventionist missed a pressure dampening prior to the LV injection (Fig.). The best i course of action for the patient is to have: ' — 5 = i % N . I y L 4 ] ) 7 ]",Percutaneous transluminal coronary angioplasty (PTCA) plus stent of the residual LAD lesion,"Intracoronary thrombolysis, followed by PTCA plus stent of the LAD lesion","AngioJet procedure, followed by PTCA plus stent of the LAD lesion",Immediate Doppler echocardiogram and heart surgery,,,D,D — Immediate Doppler echocardiogram and heart surgery,The LV angiogram demonstrates impending LV rupture (high anterior wall) with dye staining the fistula track in the LV wall. Echocardiography showed moderate pericardial effusion. The patient had an emergency surgery.,The LV angiogram demonstrates impending LV rupture (high anterior wall) with dye staining the fistula track in the LV wall. Echocardiography showed moderate pericardial effusion. The patient had an emergency surgery.,"Correct answer: D — Immediate Doppler echocardiogram and heart surgery. The LV angiogram demonstrates impending LV rupture (high anterior wall) with dye staining the fistula track in the LV wall. Echocardiography showed moderate pericardial effusion. The patient had an emergency surgery. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial
275,single,"A 90-year-old man with multiple comorbidities and severe symptomatic aortic stenosis undergoes TAVR. Post-valve deployment he develops desaturation and pulmonary edema, and TTE shows paravalvular leak. This complication has been associated with which of the following?",Mortality,Heart failure,Anemia,Endocarditis,All of the above,,E,E — All of the above,"Moderate to severe paravalvular leak after TAVR is associated with worse outcomes including mortality, heart failure, anemia, and infective endocarditis.","Moderate to severe paravalvular leak after TAVR is associated with worse outcomes including mortality, heart failure, anemia, and infective endocarditis.","Correct answer: E — All of the above. Moderate to severe paravalvular leak after TAVR is associated with worse outcomes including mortality, heart failure, anemia, and infective endocarditis. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.",Endocarditis
276,single,The mechanism of contrast-induced nephropathy is thought to be related to which of the following?,Inhibition of preglomerular prostaglandin synthesis,Deposition of T lymphocytes and monocytes in the renal interstitium,Direct cellular toxicity and hypoxia due to renal vasoconstriction and hyperviscosity,Immunoglobulin deposition and complement activation within renal glomeruli,,,C,C — Direct cellular toxicity and hypoxia due to renal vasoconstriction and hyperviscosity,Contrast-induced nephropathy is mainly due to renal vasoconstriction causing hypoperfusion together with direct tubular toxicity and hyperviscosity in small renal vessels.,Contrast-induced nephropathy is mainly due to renal vasoconstriction causing hypoperfusion together with direct tubular toxicity and hyperviscosity in small renal vessels.,"Correct answer: C — Direct cellular toxicity and hypoxia due to renal vasoconstriction and hyperviscosity. Contrast-induced nephropathy is mainly due to renal vasoconstriction causing hypoperfusion together with direct tubular toxicity and hyperviscosity in small renal vessels. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Miscellaneous
277,single,Howsoon does creatinine elevation occur in contrast-associated nephropathy?,<24 hours,24 to 48 hours,48 to 72 hours,72 to 96 hours,96 to 120 hours,,C,C — 48 to 72 hours,"Contrast-induced nephropathy (CIN) is an AKI, defined by a 25% or 0.5 mg/dL rise in serum creatinine within 48-72 hours after IV contrast, typically resolving within 3-7 days.","Contrast-induced nephropathy (CIN) is an AKI, defined by a 25% or 0.5 mg/dL rise in serum creatinine within 48-72 hours after IV contrast, typically resolving within 3-7 days.","Correct answer: C — 48 to 72 hours. Contrast-induced nephropathy (CIN) is an AKI, defined by a 25% or 0.5 mg/dL rise in serum creatinine within 48-72 hours after IV contrast, typically resolving within 3-7 days. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Miscellaneous
278,single,"A 48-year-old man underwent uncomplicated cardiac catheterization and PC| of the LAD after a non-STEMI, with aspirin, prasugrel, and bivalirudin administered. Femoral access was achieved with a single anterior wall stick, and a closure device was place without apparent complication. Overnight, the patient experienced pain and Swelling at the access site, and a pulsatile mass was noted in the groin the next morning. Which of the following likely ; corresponds to this case?",Arteriovenous fistula (AVF) is,Hematoma ¥,Pseudoaneurysm é,Limb ischemia,,,C,C — Pseudoaneurysm é,"The patient's symptoms and findings e suggest a pseudoaneurysm, confirmed by angiogram, likely due to femoral bifurcation access. Low access increases the risk of pseudoaneurysm and AVF, with no reduction in risk from closure devices. Diagnosis is typically aided by ultrasound, which can also guide thrombin injection if feasible.","The patient's symptoms and findings e suggest a pseudoaneurysm, confirmed by angiogram, likely due to femoral bifurcation access. Low access increases the risk of pseudoaneurysm and AVF, with no reduction in risk from closure devices. Diagnosis is typically aided by ultrasound, which can also guide thrombin injection if feasible.","Correct answer: C — Pseudoaneurysm é. The patient's symptoms and findings e suggest a pseudoaneurysm, confirmed by angiogram, likely due to femoral bifurcation access. Low access increases the risk of pseudoaneurysm and AVF, with no reduction in risk from closure devices. Diagnosis is typically aided by ultrasound, which can also guide thrombin injection if feasible. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.",Arrhythmia
279,single,"Which angiographic view is most likely to help assess the LM, LAD, and LCX anatomic relationships?",Left anterior oblique (LAO) caudal,Left lateral,LAO cranial,60 degrees LAO g,All of the above,,A,A — Left anterior oblique (LAO) caudal,"Of the choices provided, the LAO caudal view provides the best separation of the LAD and LCx arteries in most cases.","Of the choices provided, the LAO caudal view provides the best separation of the LAD and LCx arteries in most cases.","Correct answer: A — Left anterior oblique (LAO) caudal. Of the choices provided, the LAO caudal view provides the best separation of the LAD and LCx arteries in most cases. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
280,single,"A 58-year-old man with poorly controlled HTN presents with acute onset of severe “tearing” chest pain radiating to his midback. ECG shows sinus tachycardia, LVH, andno evidence of myocardial ischemia or injury. Serum creatinine (SCr) is 3.9. Which test would you order next to establish a diagnosis?",CT aortogram with IV contrast,TEE,Magnetic resonance imaging (MRI) of the aorta with and without gadolinium,Coronary angiography,,,B,B — TEE,The history is consistent with an acute aortic dissection. TEE will establish the diagnosis without risk of CIN or gadolinium-induced nephrogenic systemic fibrosis.,The history is consistent with an acute aortic dissection. TEE will establish the diagnosis without risk of CIN or gadolinium-induced nephrogenic systemic fibrosis.,"Correct answer: B — TEE. The history is consistent with an acute aortic dissection. TEE will establish the diagnosis without risk of CIN or gadolinium-induced nephrogenic systemic fibrosis. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
281,single,"All of the following are absolute contraindications to thrombolytic therapy for STEMI, EXCEPT:",History of intracranial hemorrhage,"Intrascapular pain, hypotension, and >60 mmHg blood pressure difference between the left and right arm",Bronchial carcinoma with intracranial metastatic disease,Traumatic and prolonged cardiopulmonary resuscitation lasting >30 minutes,Significant facial trauma 2 weeks ago,,D,D — Traumatic and prolonged cardiopulmonary resuscitation lasting >30 minutes,Prolonged traumatic CPR is a relative rather than absolute contraindication. The other listed conditions are considered absolute contraindications to thrombolysis.,Prolonged traumatic CPR is a relative rather than absolute contraindication. The other listed conditions are considered absolute contraindications to thrombolysis.,"Correct answer: D — Traumatic and prolonged cardiopulmonary resuscitation lasting >30 minutes. Prolonged traumatic CPR is a relative rather than absolute contraindication. The other listed conditions are considered absolute contraindications to thrombolysis. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
282,single,"36y/o male undergoes diagnostic coronary and LV angiography for chest pain. Cardiac exam reveals a mid-peaking systolic ejection murmur at LSB without radiation. Lungs clear. ECG shows LVH with secondary repolarization abnormalities. Coronary angiogram: normal LAD/RCA. LV angiography: normal systolic function. Simultaneous LV and femoral arterial pressure tracing provided. Procedure uneventful. In recovery, patient complains of chest pain and lightheadedness. Vitals: BP 70/50 mm Hg, HR 88 bpm. Diaphoretic, cool extremities. Besides IV fluids, which of the following should be administered? 77, We \ $$ on a td PE oe el A i 4 i] ae et | | Sadia real satalit td dicta a acsll",Atropine,Dopamine,Dobutamine,Phenylephrine,,,D,D — Phenylephrine,"Tracing shows LVOT obstruction with Brockenbrough-Braunwald sign—post- PVC, * preload/contractility worsen obstruction, causing pressure gradient with * LV systolic pressure and ¥ aortic pulse pressure. Manage with bed rest and IV fluids. For refractory hypotension, use lV phenylephrine; avoid inotropes (dopamine, dobutamine). Atropine contraindicated.","Tracing shows LVOT obstruction with Brockenbrough-Braunwald sign-post- PVC, * preload/contractility worsen obstruction, causing pressure gradient with * LV systolic pressure and ¥ aortic pulse pressure. Manage with bed rest and IV fluids. For refractory hypotension, use lV phenylephrine; avoid inotropes (dopamine, dobutamine). Atropine contraindicated.","Correct answer: D — Phenylephrine. Tracing shows LVOT obstruction with Brockenbrough-Braunwald sign-post- PVC, * preload/contractility worsen obstruction, causing pressure gradient with * LV systolic pressure and ¥ aortic pulse pressure. Manage with bed rest and IV fluids. For refractory hypotension, use lV phenylephrine; avoid inotropes (dopamine, dobutamine). Atropine contraindicated. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
283,single,"67-year-old fry chef at the local Waffle Emporium presents to the emergency department with the sudden onset of crushing substernal chest pain. He has q histor, hypertension, hyperlipidemia, and erectile dysfunction for which he takes daily 4 amlodipine, simvastatin, and tadalafil. On evaluation, his blood pressure is 145/85 my and heart rate is 90 bpm. His lungs are clear, and jugular venous pulse is not olevatag There are no murmurs or gallops on cardiac auscultation. He continues to COMplain chest discomfort, rating it an 8/10. Initial troponin | result is elevated at 0.52 MB/AL (he < 0.06 ng/dL), and ECG reveals 1-mm ST depression in leads II, Ill, aVF, V., and V,. Alloy following pharmacologic therapies are reasonable to administer EXCEPT:",Aspirin orally,Clopidogrel orally,Heparin intravenously,Metoprolol intravenously,Nitroglycerin sublingually,,E,E — Nitroglycerin sublingually,"Nitrates markedly increase cGMP; when combined with a phosphodiesterases inhibitor such as tadalafil (taken within the past 48 h), they can precipitate profound, refracto hypotension. Aspirin, P2Y,, inhibitor, heparin, and B-blocker are standard therapies for non.g, elevation ACS and are safe here, but nitroglycerin is contraindicated.","Nitrates markedly increase cGMP; when combined with a phosphodiesterases inhibitor such as tadalafil (taken within the past 48 h), they can precipitate profound, refracto hypotension. Aspirin, P2Y,, inhibitor, heparin, and B-blocker are standard therapies for non. g, elevation ACS and are safe here, but nitroglycerin is contraindicated.","Correct answer: E — Nitroglycerin sublingually. Nitrates markedly increase cGMP; when combined with a phosphodiesterases inhibitor such as tadalafil (taken within the past 48 h), they can precipitate profound, refracto hypotension. Aspirin, P2Y,, inhibitor, heparin, and B-blocker are standard therapies for non. g, elevation ACS and are safe here, but nitroglycerin is contraindicated. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
284,single,A 58-year-old male is known to have Marfan syndrome. His echocardiogram showsg ascending aortic aneurysm (4.1 cm in size). What is the next step?,CT every six months,Echocardiogram every six months,Annual CT or magnetic resonance imaging (MRI),Echocardiogram every three months,,,C,C — Annual CT or magnetic resonance imaging (MRI),"In patients with Marfan syndrome and aortic aneurysms, annual imaging(( or MRI) is recommended to monitor the size of the aneurysm and assess for progressiai particularly if the diameter is <4.5 cm and the patient is asymptomatic. More frequent imaging may be needed if the aneurysm is larger or showing rapid growth.","In patients with Marfan syndrome and aortic aneurysms, annual imaging((or MRI) is recommended to monitor the size of the aneurysm and assess for progressiai particularly if the diameter is <4.5 cm and the patient is asymptomatic. More frequent imaging may be needed if the aneurysm is larger or showing rapid growth.","Correct answer: C — Annual CT or magnetic resonance imaging (MRI). In patients with Marfan syndrome and aortic aneurysms, annual imaging((or MRI) is recommended to monitor the size of the aneurysm and assess for progressiai particularly if the diameter is <4.5 cm and the patient is asymptomatic. More frequent imaging may be needed if the aneurysm is larger or showing rapid growth. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Miscellaneous
285,single,Which of the following novel anticoagulants is a direct thrombin inhibitor?,Rivaroxaban,Apixaban,Dabigatran,Edoxaban,,,C,C — Dabigatran,"Dabigatran is a direct thrombin inhibitor, whereas rivaroxaban, apixaban4 edoxaban are factor Xa inhibitors.","Dabigatran is a direct thrombin inhibitor, whereas rivaroxaban, apixaban4 edoxaban are factor Xa inhibitors.","Correct answer: C — Dabigatran. Dabigatran is a direct thrombin inhibitor, whereas rivaroxaban, apixaban4 edoxaban are factor Xa inhibitors. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
286,single,"A 64-year-old woman with pulmonary hypertension secondary to systemic sclerosis undergoes surveillance echocardiography. TAPSE is 1.9 cm, S' is 11 cm/s, FAC is 28%, RV GLS is -8%, and 3D RV ejection fraction is 37%. How would you describe her RV global systolic function?",Hyperdynamic,Preserved,Reduced,Unable to comment based on the available data,None of the above,,C,C — Reduced,"Despite normal TAPSE and S', the reduced FAC, reduced 3D RVEF, and severely impaired RV GLS indicate reduced RV global systolic function.","Despite normal TAPSE and S', the reduced FAC, reduced 3D RVEF, and severely impaired RV GLS indicate reduced RV global systolic function.","Correct answer: C — Reduced. Despite normal TAPSE and S', the reduced FAC, reduced 3D RVEF, and severely impaired RV GLS indicate reduced RV global systolic function. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
287,single,Which of the following drugs has been approved by the US Food and Drug Administration for use to reverse the effect of dabigatran?,Idarucizumab,Andexanet alfa,Aripazine,Protamine,,,A,A — Idarucizumab,"Idarucizumab is a monoclonal antibody fragment Specifically designs, reverse the anticoagulant effect of dabigatran. Andexanet alfa is used for factor x, inhibitors, and protamine is used for heparin.","Idarucizumab is a monoclonal antibody fragment Specifically designs, reverse the anticoagulant effect of dabigatran. Andexanet alfa is used for factor x, inhibitors, and protamine is used for heparin.","Correct answer: A — Idarucizumab. Idarucizumab is a monoclonal antibody fragment Specifically designs, reverse the anticoagulant effect of dabigatran. Andexanet alfa is used for factor x, inhibitors, and protamine is used for heparin. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
288,single,Which of the following drugs is being studied to reverse the effect of apixaban and rivaroxaban?,Idarucizumab,Andexanet alfa,Aripazine,Protamine,,,B,B — Andexanet alfa,"Andexanet alfa is a recombinant modified human factor Xa protein developed to reverse the effects of factor Xa inhibitors, such as apixaban and rivaroyap","Andexanet alfa is a recombinant modified human factor Xa protein developed to reverse the effects of factor Xa inhibitors, such as apixaban and rivaroyap","Correct answer: B — Andexanet alfa. Andexanet alfa is a recombinant modified human factor Xa protein developed to reverse the effects of factor Xa inhibitors, such as apixaban and rivaroyap. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
289,single,"A 68-year-old man with HFrEF; LVEF is 32% due to nonischemic cardiomyopathy presents to the clinic for routine follow-up. He denies edema or orthopnea but reports dyspnea and fatigue when walking up an incline or carrying groceries. His current medications include carvedilol 25 mg twice daily, enalapril 10 mg twice daily, furosemi 20 mg daily, and spironolactone 25 mg daily. On examination, his heart rate is 62 bpm, blood pressure is 105/64 mmHg. His jugular venous pressure is measured at 8 em H20 lungs are clear, and there is no lower extremity edema. Laboratory studies reveal a sen potassium concentration of 4.5 mEq/dL and creatinine of 1.2 mg/dL. Which one of the following represents the best next step in the management of this patient?",Add ivabradine,Replace enalapril with sacubitri/valsartan,Increase furosemide,Replace carvedilol with metoprolol succinate,Decrease carvedilol,,B,B — Replace enalapril with sacubitri/valsartan,"SacubitriVvalsartan is recommended for patients with chronic, symptomé HFrEF (NYHA class II or III) who tolerate an ACE inhibitor or ARB. This switch has show improve outcomes, including mortality and hospitalization, compared to enalapril. Ot options like adding ivabradine are considered only if the heart rate is >70 bpm despite? maximally tolerated beta-blocker,","SacubitriVvalsartan is recommended for patients with chronic, symptomé HFrEF (NYHA class II or III) who tolerate an ACE inhibitor or ARB. This switch has show improve outcomes, including mortality and hospitalization, compared to enalapril. Ot options like adding ivabradine are considered only if the heart rate is >70 bpm despite? maximally tolerated beta-blocker,","Correct answer: B — Replace enalapril with sacubitri/valsartan. SacubitriVvalsartan is recommended for patients with chronic, symptomé HFrEF (NYHA class II or III) who tolerate an ACE inhibitor or ARB. This switch has show improve outcomes, including mortality and hospitalization, compared to enalapril. Ot options like adding ivabradine are considered only if the heart rate is >70 bpm despite? maximally tolerated beta-blocker,. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Intervention
